session_swing,range_lead_hip_x,range_lead_hip_y,range_lead_hip_z,range_lead_shoulder_x,range_lead_shoulder_y,range_lead_shoulder_z,range_pelvis_x,range_pelvis_y,range_pelvis_z,range_rear_hip_x,range_rear_hip_y,range_rear_hip_z,range_rear_shoulder_x,range_rear_shoulder_y,range_rear_shoulder_z,range_torso_x,range_torso_y,range_torso_z,range_torso_pelvis_x,range_torso_pelvis_y,range_torso_pelvis_z,max_lead_hip_y,max_lead_hip_z,max_lead_shoulder_x,max_lead_shoulder_y,max_lead_shoulder_z,max_pelvis_x,max_pelvis_y,max_pelvis_z,max_rear_hip_x,max_rear_hip_y,max_rear_hip_z,max_rear_shoulder_x,max_rear_shoulder_y,max_rear_shoulder_z,max_torso_x,max_torso_y,max_torso_z,max_torso_pelvis_x,max_torso_pelvis_y,max_torso_pelvis_z,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz,bat_speed_mph_max_x
123_8,496.8046,524.8472,588.3541,1014.8048,700.8255,869.9106,260.6641,344.2087,755.5788,619.4474,562.1305,451.1064,849.8543999999999,576.1685,2316.255,270.44280000000003,158.4239,952.3738,205.9083,445.9892,536.5584,163.0878,196.1256,240.5254,239.5757,699.4491,172.6656,81.72,621.1146,171.7129,411.6285,147.6764,605.9191,466.881,1746.6548,81.2063,62.43,853.093,101.2906,288.4521,275.9965,189.7087,-70.5675,130.0977,-41.0113,648.4281,-4.8694,61.7495,-369.2455,124.5374,-209.8385,1102.3213,2.4957,260.2762,171.109,653.2975,430.995,334.3759,1099.8256000000001,54.8351
123_9,636.5409999999999,444.5827,679.5845,1117.1648,570.2429,793.2158999999999,333.1121,370.4797,861.0941,541.5932,329.96590000000003,374.45500000000004,607.8715,574.7904,1568.2071999999998,295.2377,223.356,890.73,311.2596,333.2542,623.7848,59.6653,235.3919,458.6566,131.7401,675.5047,207.3714,152.5095,622.5361,54.0282,132.3543,199.0645,300.2941,421.8227,1220.5428,202.6558,180.1579,831.7553,248.1597,248.2486,370.2031,184.8918,-97.1905,143.4912,-42.737,646.0971,-11.2934,77.8913,-405.1071,72.1758,-193.429,1217.5112,1.1063,282.0823,186.2282,657.3905,482.9984,265.6048,1216.4049,54.2957
125_1,746.5486000000001,565.0722,926.1555000000001,953.9286000000001,386.26,1289.7971,386.355,387.64230000000003,907.6735,717.1038000000001,481.7639,653.0559000000001,1114.5643,803.4794,2060.0076,257.7074,298.8998,939.4971999999999,354.8043,477.7824,512.7576,82.6308,489.4518,252.5012,233.719,172.9811,260.0364,96.9517,691.3597,44.5614,181.7679,301.6033,712.9138,154.4179,827.597,155.7067,264.9275,897.3729,173.3394,407.2889,255.2833,223.1767,-184.7688,210.1863,-82.7851,945.8724,-30.608,40.1339,-862.8782,187.3383,-416.1635,2167.9277,-12.5786,407.94550000000004,292.9714,976.4803999999999,903.0121,603.5018,2180.5063,70.5564
125_2,731.7685,625.4647,874.1039000000001,896.4176,451.1187,1081.3304,329.5398,328.4023,852.9001999999999,726.77,514.0417,580.5743,1492.8926000000001,839.3694,1825.4917999999998,243.757,233.98270000000002,958.9407,217.8983,454.4618,506.7352,106.9093,378.6479,194.0959,287.6016,158.0619,232.2942,72.5629,715.6705,61.1903,214.8837,241.0856,603.849,206.5679,1052.0846,141.1882,202.3103,914.567,161.4642,373.8669,254.1451,252.6376,-196.3296,191.2219,-72.3966,956.1379,-15.3125,47.5722,-925.4221,217.6259,-484.2301,2032.2178,-14.9287,448.9672,263.61850000000004,971.4504,972.9943,701.856,2047.1464999999998,68.1518
125_3,770.4753000000001,607.9256,901.114,938.0708,398.0725,1272.1251,346.2445,365.2378,894.2206,658.6351999999999,451.1163,617.4116,996.4817,766.4471,1912.2777,243.5086,240.7364,979.3715,263.7704,486.2762,584.0105,114.0097,388.5467,184.2581,226.1837,175.6845,223.4002,76.0057,704.3127,48.6812,194.2694,335.774,597.8419,162.6173,907.5647,158.3685,213.59,914.4344,189.9496,393.9022,296.6499,255.6902,-219.679,219.8862,-85.3417,957.3431,-23.8276,49.065,-949.8971,210.8011,-423.4313,2114.0638,-13.4294,475.3692,305.2279,981.1707,998.9621,634.2324,2127.4932,65.2957
125_4,735.6998,627.6143,924.6362,935.0156,629.4698,1220.8718999999999,363.7231,332.91729999999995,886.4362,778.3259999999999,530.0831000000001,589.3218999999999,1036.0953,735.7289000000001,1884.6593000000003,206.7183,269.8534,991.1676,338.2139,451.4022,579.1978,141.5103,417.3933,280.5282,213.7453,194.0701,247.7951,69.8615,690.6156,123.6161,233.0249,268.8304,616.0564,75.0582,848.09,122.6446,243.261,940.2819,180.985,385.5587,300.9574,250.2998,-240.7253,202.0607,-47.5999,935.3833,-20.4095,38.6521,-792.5128,177.5381,-423.3926,1854.5985,-11.6214,491.0251,249.6606,955.7927999999999,831.1649,600.9307,1866.2199,67.8211
125_5,852.1419000000001,660.4592,991.4345999999999,844.5091,845.5154,1212.0952,392.90020000000004,359.90020000000004,924.5064,825.0545,513.1238,446.304,1307.2545,897.904,2142.9389,219.80349999999999,311.1728,1066.8585,256.8352,549.0002999999999,712.3340000000001,163.0813,361.2383,233.2854,279.7951,190.1676,261.4225,69.554,741.9521,135.7117,229.1731,133.972,782.5682,163.1391,960.8902,112.5128,252.5922,934.1163,189.2348,449.5189,417.859,257.3077,-162.574,195.3091,-84.2867,923.8515,-9.6654,53.6184,-975.784,248.5096,-477.8707,2199.3772,-12.8631,419.8817,279.5958,933.5169,1029.4024,726.3803,2212.2403,73.671
125_6,763.0391999999999,581.9404999999999,939.5369000000001,886.0495,396.99670000000003,1263.4064999999998,374.5312,322.8145,819.1423,744.5,483.24559999999997,563.4483,1208.8055,857.7455,1895.6316000000002,245.4436,259.4509,994.9632,252.5154,513.5427999999999,626.073,112.51220000000001,390.0179,176.9234,239.1935,195.4496,255.2302,56.9559,705.3835,64.7595,187.3569,233.4571,730.5728,164.9995,945.2037,114.5859,221.5502,937.0352,181.7161,404.2098,360.209,273.906,-175.0319,203.717,-102.9529,928.1062,-15.6963,56.172,-983.1568,232.2458,-351.8969,1855.794,-6.5664,448.9379,306.6699,943.8024999999999,1039.3288,584.1427,1862.3604,69.1993
125_7,744.9717,672.6394,959.2783999999999,895.0448,463.5648,1183.5086999999999,389.4602,368.24940000000004,818.0121999999999,784.0902,503.7294,449.6212,1118.8055,953.308,2060.007,285.7717,289.3816,1001.7776,293.2037,584.8148,651.0767,182.5752,407.8711,253.0429,288.269,151.5646,243.9832,76.1423,697.8657,112.6233,175.5836,122.8313,612.9129,276.1602,922.1543,143.7743,207.2569,954.2947,189.0573,387.5627,394.7462,284.2711,-143.568,178.9294,-117.9684,994.9063,-5.6089,29.5055,-1042.0257,227.0859,-391.6176,1922.5851,-13.7303,427.83910000000003,296.89779999999996,1000.5151999999999,1071.5312,618.7035,1936.3154,67.4599
140_1,605.908,593.0799,693.4642,1080.6365,664.52,724.0397,288.3936,340.14959999999996,879.0438,688.2249,325.6628,864.9487,787.6294,991.3536,771.9864,225.0115,363.2264,1078.2067000000002,239.37879999999998,515.7769,476.3655,98.7529,313.8745,437.8469,272.2734,530.0312,178.3079,102.9111,824.0765,94.2422,136.0539,145.9453,573.7051,709.9554,672.6343,118.4667,311.6191,1036.7578,190.7737,379.8488,293.3442,175.5222,-134.6653,166.6959,-75.3416,928.6573,25.3629,123.9162,-665.1472,328.9518,-297.8105,1649.6072,-8.4847,310.1875,242.0375,903.2944,789.0634,626.7623,1658.0919,65.8156
140_2,615.3794,572.7532,747.5977,1109.393,614.2209,890.2833,265.20500000000004,316.7531,922.5196,745.7950999999999,339.7554,590.4642,1004.8091999999999,1028.6113,1242.225,212.837,298.39639999999997,1061.2848000000001,211.61989999999997,458.1185,444.75609999999995,71.1324,347.4339,465.6827,216.5741,598.3606,155.2657,99.4659,849.438,131.9471,143.6803,96.1233,796.651,698.6558,1048.2676,100.5455,253.527,1014.9691,140.5048,346.7876,257.9677,142.5648,-167.7816,173.2745,-120.6527,966.1643,89.3925,95.7947,-618.4331,291.3461,-277.1562,1485.535,-10.0693,310.3464,293.92719999999997,876.7718,714.2278,568.5023,1495.6043000000002,65.8513
140_3,624.4176,568.1053,783.2941000000001,1219.9817,601.7769000000001,758.5607,254.2498,382.7972,911.53,707.6403,328.439,810.0982,788.0744,997.5559000000001,982.8993,266.9307,372.20169999999996,1108.0888,407.1065,536.4802,477.3274,51.2812,305.6153,433.7749,243.7339,601.6169,169.2104,136.1587,842.1093,61.7068,124.6159,101.0879,602.54,664.8667,756.0046,145.4985,296.8069,1066.259,255.4138,394.7469,270.3044,155.4341,-168.6886,155.7034,-91.1811,964.865,21.0593,154.4468,-704.3477,269.0846,-271.5018,1588.4648,-11.8188,324.1227,246.8845,943.8057,858.7945,540.5864,1600.2836,68.1171
140_4,2951.0183,1448.8374,738.4403,1230.8881999999999,651.0748,1056.7322,244.1843,340.3105,878.2019,601.4649,410.77139999999997,830.6395,781.9235,903.0766000000001,1290.1516000000001,200.4081,304.07329999999996,1062.9288000000001,270.823,479.3743,486.3472,941.5435,268.9006,416.823,221.2328,712.0087,152.3898,86.3549,817.1145,79.8321,263.8864,126.7522,561.3633,652.9704,1046.4135,120.3428,257.8119,1017.9374,221.1769,384.8902,270.5977,136.1105,-171.1609,169.8762,-89.9719,943.7649,37.7375,131.5964,-663.427,282.9122,-262.8344,1560.1048,-14.3791,307.27139999999997,259.84810000000004,906.0274000000001,795.0234,545.7466,1574.4839000000002,68.9085
140_5,471.9271,570.2233,926.7342,1012.0085999999999,548.5897,1060.4279000000001,255.9223,355.7538,1027.9905,775.0964,317.08029999999997,836.9797000000001,830.5540000000001,959.6001,1067.1459,243.7972,326.2976,1233.5029,429.96349999999995,472.4249,560.7835,48.4099,354.1603,372.3218,230.7706,742.1866,144.4676,108.6102,818.2001,145.2884,130.3155,140.6347,622.1316,716.3157,856.7272,165.8442,259.9063,1144.3729,260.9808,362.7498,353.3167,144.2973,-138.8809,184.6,-155.9872,908.409,32.7193,65.868,-655.0754,251.468,-223.0262,1493.1035,-5.6198,283.1782,340.5872,875.6897,720.9433999999999,474.4942,1498.7232999999999,66.9716
140_6,571.263,614.1333,729.2752,1324.9708,595.6641,1154.8892,274.5915,360.91429999999997,912.9815000000001,822.1023,385.8935,824.2299,718.9308,906.4177999999999,1124.518,205.2151,289.7383,1036.8908999999999,343.95500000000004,483.40029999999996,459.9243,70.6513,277.3262,459.0107,235.3493,729.8492,160.4224,102.8585,799.686,173.8345,139.8092,113.5147,518.3864,627.3143,880.3036,125.7531,223.5331,987.8556,212.5128,365.5968,237.0755,176.4366,-176.9649,163.9342,-95.2508,947.6067,28.2466,121.2386,-661.1297,198.718,-244.6284,1576.6855,-8.394,353.4015,259.185,919.3601000000001,782.3683,443.3464,1585.0795,70.6165
140_7,666.1564000000001,602.5548,839.922,972.5226,601.447,1080.7352,237.6046,358.8056,913.566,781.8728,374.6001,796.3242,1076.4961,1094.288,1278.7969,176.4216,354.0382,1106.6416000000002,359.77660000000003,509.11210000000005,541.3739,85.8796,331.306,450.619,255.794,715.9407,151.4925,109.7133,863.8859,101.4003,153.7695,114.2996,880.1738,742.2582,881.3007,93.114,285.1807,1060.2632,180.3067,390.1009,349.5769,151.7589,-160.0939,138.4115,-115.0965,943.8468,39.2129,146.2123,-715.0561,412.5972,-312.9013,1621.9051,-6.0737,311.8528,253.50799999999998,904.6339,861.2684,725.4984999999999,1627.9787999999999,67.7413
140_8,714.3258000000001,650.3484,906.4938,1152.0679,702.245,1123.27,318.0403,397.7948,898.6369,840.3343,384.151,1027.8102999999999,986.5042,1111.7258,1068.9221,203.34879999999998,390.7368,1078.9816999999998,205.28019999999998,575.0563,459.32169999999996,98.9548,299.7069,580.5854,269.2798,831.47,178.3367,151.0995,852.1061,103.2775,130.4126,185.6801,814.9232,749.035,846.8256,97.5412,270.9452,1038.0801,134.1472,361.4854,324.9813,173.5961,-180.5123,135.7001,-92.3147,911.6594,31.0089,171.7383,-782.2292,476.0379,-239.6999,1806.7583,-7.3702,354.1084,228.01479999999998,880.6505,953.9675,715.7378,1814.1285,69.8687
160_1,836.2683999999999,397.89509999999996,1349.2071,885.5926999999999,296.0738,983.0776000000001,351.1891,405.45090000000005,688.7488,641.5615,307.2113,879.4887,573.4495999999999,489.0772,1325.0266,164.0915,268.0966,885.9626,162.2074,544.5302,498.4538,103.9768,526.9625,138.1292,77.2221,818.0774,219.9346,135.6776,612.2817,49.8493,116.9326,144.7415,333.2684,395.7833,877.5313,39.0517,200.6063,846.4191,87.11,417.0643,353.0101,159.0426,-115.4483,133.1347,-98.4513,683.7657,46.8309,42.1239,-300.6444,106.1215,-213.9612,807.6382,4.5877,274.4909,231.586,636.9348,342.7683,320.0827,803.0504999999999,58.9162
160_2,675.4953,406.5076,1233.9696,851.37,303.38,954.9898,366.9592,392.98749999999995,722.6818999999999,651.6184000000001,313.6151,792.7167,625.8562,415.66240000000005,1273.2017,161.6932,220.0877,865.6205,224.43169999999998,542.016,483.9816,114.9437,383.1528,98.4043,68.217,757.2307,216.8087,132.3502,627.9232,62.36,88.9835,148.5739,421.8447,346.29880000000003,879.0911,39.1582,162.6842,836.0643,124.445,418.4387,370.8466,159.5965,-133.6684,99.7894,-95.2752,707.8478,22.1446,52.2858,-310.4965,70.7123,-198.6021,882.8024,-0.1905,293.2649,195.06459999999998,685.7032,362.7823,269.3144,882.9929000000001,58.7089
160_3,746.1614999999999,377.564,1083.4569999999999,885.6937,310.56,902.8676,397.5191,358.794,679.21,716.1549,343.9741,877.3363,638.2149,543.3239000000001,1335.751,150.2597,268.1033,850.3958,207.1517,482.3562,492.6119,97.8084,349.8221,209.7511,65.0031,744.5632,228.4991,118.0682,602.293,90.2784,117.1466,201.908,379.3624,394.321,899.2362,-2.078,178.4702,819.3179,111.8652,377.919,370.6891,181.0882,-121.0326,113.5879,-78.8988,686.7927,33.9072,42.8755,-278.9209,75.3637,-146.7287,799.8285,4.775,302.12080000000003,192.48669999999998,652.8855,321.7964,222.0924,795.0535,60.7297
160_4,862.0228,338.8156,1345.8008,704.8425,240.7273,830.0881,375.3084,344.6474,708.3311000000001,723.6478,423.1213,1103.1321,838.4327000000001,580.2982999999999,1123.339,165.1148,234.28459999999998,901.8272,169.1648,463.5878,498.3816,101.6913,458.0755,105.199,63.5202,770.3096,257.9427,103.617,654.94,75.166,149.6353,272.0963,553.4058,408.2378,736.4371,35.7046,188.2044,858.1351,91.3276,390.1633,372.0096,152.3523,-159.593,114.7455,-102.4932,685.5397,49.5745,54.6027,-286.3952,88.6622,-202.4586,789.9859,1.2928,311.9453,217.2387,635.9652000000001,340.99789999999996,291.1208,788.6931,59.5475
160_5,706.2562,424.0563,1370.2539,927.7165,346.02139999999997,1040.835,367.8585,420.0091,763.1326,673.6074,306.2137,1004.6684,521.8286,434.8079,1388.6434,193.6375,240.28109999999998,910.9911,169.0189,497.3577,513.9678,123.1286,426.7466,171.9019,99.0563,838.262,241.1018,140.0978,653.4819,69.0742,132.2237,83.2244,300.003,364.946,910.7992,52.1128,191.903,878.3787,93.5982,393.5219,354.6985,151.4881,-134.9689,122.4854,-102.1682,692.4632,27.8006,46.9088,-325.802,110.226,-157.7457,854.5211,2.6353,286.457,224.65359999999998,664.6626,372.7108,267.9717,851.8858,59.924
160_6,900.2227,354.13469999999995,1394.9132,570.317,673.3576,919.808,369.7777,276.8535,697.6659,724.4422999999999,771.9874,1053.2013,706.4380000000001,613.0107,970.2472,144.1481,341.3089,910.8683000000001,241.14170000000001,505.1207,357.22400000000005,86.1432,471.2446,93.98,479.5649,820.6537,237.3909,37.8298,658.2576,52.9291,414.4907,281.5562,373.0563,464.663,597.6539,-4.1837,268.3063,861.2874,138.905,420.5912,226.4421,174.0618,-157.9157,98.2363,-46.6597,697.9888,23.1425,55.2184,-281.9377,65.7098,-193.3847,830.7325,2.2777,331.97749999999996,144.89600000000002,674.8462999999999,337.15610000000004,259.09450000000004,828.4548,55.8131
160_7,936.9839999999999,451.66089999999997,1407.0187,1201.8325,470.7406,1099.6829,424.2851,402.743,835.344,771.1508,356.8707,935.6708,482.37,561.6429,1373.8402,235.9207,283.09,979.8022000000001,209.2187,548.4254000000001,548.5135,131.6416,501.4585,417.7391,133.1387,854.394,278.4794,120.3787,731.816,66.0847,142.1232,128.2213,254.7086,377.6983,933.9603,79.0763,215.9338,942.0701,127.792,401.0201,358.8573,171.3642,-177.0288,115.4711,-83.5944,706.2211,5.0141,51.1366,-401.2563,141.4824,-164.6196,872.3904,0.2181,348.39300000000003,199.0655,701.207,452.3929,306.102,872.1723,62.8402
160_8,927.5072,473.6246,1447.3062,1302.4951,821.3081999999999,1225.3700000000001,347.1313,437.39459999999997,745.3055999999999,671.6774,344.0535,892.0523999999999,475.3633,671.5457,1302.9138,217.47039999999998,352.19190000000003,1057.8008,233.51160000000002,563.7239,448.7608,116.6033,645.0226,471.6845,149.9203,940.931,223.7307,134.475,644.6514,81.6774,129.8411,103.8231,281.5111,450.3883,941.2749,64.5974,222.6807,896.9807,160.0508,406.9588,287.5076,133.5018,-164.5265,128.051,-73.5588,723.6502,6.4229,43.8342,-317.8183,118.1044,-184.9439,837.2753,2.633,298.0283,201.6098,717.2273,361.65250000000003,303.04830000000004,834.6423,60.3778
164_1,997.6369,408.2627,710.9806,864.7044,614.9778,1130.7678,474.659,418.5329,778.4392,739.0133999999999,440.5448,1072.1313,1271.339,1490.7464,1616.9101,206.0118,212.3447,1022.5558000000001,315.6806,610.6974,468.3751,99.6729,335.339,339.6562,442.7841,374.6498,287.0061,209.4399,715.7371,186.7293,257.2593,181.6864,668.2017,558.2292,355.2653,104.8788,164.7291,915.1977,216.4948,378.8273,262.8501,272.89,-138.0166,226.4775,-101.817,1003.0819,-3.3712,114.6589,-1105.4629,211.3428,-723.5433,2459.7947,-16.4014,410.9066,328.29449999999997,1006.4531000000001,1220.1218,934.8861,2476.1961,72.0429
164_2,953.8098,344.2306,676.4464,914.6536,564.334,1387.2607,455.44620000000003,439.8618,815.7644,736.8167,595.2236,855.5598,1261.3537000000001,1022.7099,1394.9029,283.79729999999995,227.45279999999997,999.6132,303.41290000000004,577.4324,512.2051,55.5601,266.9659,326.1808,430.3053,377.0627,284.862,228.2413,714.5765,181.0485,290.1392,323.6504,698.439,277.5104,165.7814,139.3421,158.6143,939.1716,208.0634,362.6212,260.9125,264.1882,-141.0906,290.3189,-125.8715,985.4493,-1.8404,146.6485,-920.5513,133.0485,-772.346,2005.2767,-17.7444,405.2788,416.19039999999995,987.2897,1067.1997999999999,905.3945,2023.0211,69.869
164_3,1131.0393,424.9017,603.3867,1031.569,478.06510000000003,1119.2385,504.72119999999995,489.6142,875.7990000000001,791.0790999999999,561.4889000000001,1086.8585,1343.9792,1238.1265,1836.71,258.67019999999997,226.4507,998.3122,306.97130000000004,683.9614,545.8803,83.4873,256.0735,369.2854,333.3072,440.2989,295.8536,235.2657,759.1488,220.527,329.2158,260.3294,700.3439,402.6315,379.5365,151.2804,174.7417,949.7597,185.3607,407.4581,293.215,261.4869,-112.5139,247.3344,-101.4846,973.6782,-2.7882,210.1741,-1096.2934,190.7652,-678.5067,2417.5757,-24.602,374.0008,348.81899999999996,976.4663999999999,1306.4675,869.2719,2442.1776999999997,73.8753
164_4,1131.2287999999999,392.22169999999994,774.1274000000001,694.2877000000001,936.0157,1695.2076,489.5997,430.7614,807.5434,770.8264,565.9489,1057.3292,1437.358,1343.3897,1271.1593,261.7836,233.4226,1029.2941,404.98339999999996,603.3408999999999,503.7003,97.7336,385.7661,264.2391,460.4408,472.9166,322.4773,188.5851,729.9921,211.5434,335.2107,213.9961,820.6409,467.8708,269.1793,164.1427,174.8018,971.7035,256.3126,397.9043,271.2497,253.1897,-104.6379,289.2056,-88.9952,982.1017,-5.9568,184.329,-1170.286,178.799,-711.4736,2594.4547,-17.1758,357.82759999999996,378.2008,988.0585000000001,1354.615,890.2726,2611.6304999999998,69.4392
164_5,1173.3586,419.301,705.1177,900.419,771.9277999999999,1351.097,484.97409999999996,453.9548,879.2022000000001,693.8693999999999,496.8914,447.34540000000004,1440.8407,1349.4888,1372.6018,247.18869999999998,273.02389999999997,1050.65,317.5518,612.2936,511.4532,94.3992,275.6085,247.4508,347.9906,488.7054,294.7612,194.4526,793.9921,150.3371,278.507,220.103,786.3555,432.8858,192.6125,164.5255,215.7428,971.7608,180.9866,401.6354,288.8531,272.3386,-153.6515,242.2194,-111.3642,1000.0305,-29.0005,267.3948,-1218.1696,151.9482,-693.4547,2568.3611,-31.5903,425.9901,353.5836,1029.031,1485.5644,845.4029,2599.9514,73.9805
164_6,1082.2566,334.1231,906.7622,1012.2776999999999,657.8815999999999,1153.1055000000001,449.7202,510.5983,805.1646,783.6424000000001,645.0763,1749.9074,1185.3161,1090.7822999999999,1619.1841,304.6132,229.0222,1028.5754,314.0478,628.6897,524.6861,70.7568,423.2137,302.2186,230.6275,430.2152,290.1954,268.2533,706.8886,167.9627,374.3968,485.4302,607.7775,316.7232,279.1621,164.1528,164.7236,955.1552,186.7285,408.7065,260.7896,253.1787,-83.2126,304.5478,-140.584,1037.7387,-4.2655,200.9058,-902.3739,182.5513,-659.7993,1943.4006,-15.1634,336.3913,445.1318,1042.0042,1103.2797,842.3506,1958.5639999999999,69.7295
164_7,1084.1413,353.5399,726.4490000000001,818.874,678.4748,1046.5175,438.52660000000003,451.06690000000003,798.2022999999999,673.6007,526.6301,600.5788,1124.3045000000002,1381.2424,1617.7609,240.8758,193.6669,1026.9494,309.9569,566.6502,474.2975,75.642,318.6529,352.8615,480.8702,380.8643,279.2762,212.022,728.6021,133.1682,295.2168,289.1677,575.7643,536.3029,413.2475,138.5147,151.7297,963.7562,197.0233,384.9874,247.5221,280.4631,-117.3498,285.1103,-117.1568,992.1456,-3.092,182.2243,-1159.7015,196.1285,-703.8648,2445.6965,-25.5204,397.8129,402.2671,995.2375999999999,1341.9258,899.9933,2471.2169,69.2243
164_8,1231.1267,417.96590000000003,616.4425,1088.0334,737.1579999999999,1477.4188,473.2568,493.44259999999997,833.1596000000001,640.4763,453.193,408.45529999999997,1176.0412000000001,1009.5088000000001,1892.9539,257.35900000000004,278.187,1007.6321,291.3521,600.8050000000001,478.61650000000003,84.3568,227.3677,273.3428,263.5689,469.8476,278.2876,226.105,756.8912,96.4378,232.625,148.4765,611.4266,298.0872,403.3464,143.341,203.9332,960.5126,182.5567,397.1021,280.8627,465.7738,-146.0726,239.3424,-49.7121,983.0416,-9.6805,292.2331,-1180.9001,192.7165,-676.6529,2554.9767,-15.1585,611.8464,289.0545,992.7221000000001,1473.1332,869.3694,2570.1352,74.9375
164_9,1208.3567,421.0154,661.104,1071.2319,764.2912,1324.2545,466.76840000000004,487.5819,888.0253,653.3478,447.8488,503.33729999999997,1213.6502,1104.9902,1820.6941,246.7015,293.4,1047.0481,297.6838,592.0857,531.5726999999999,73.9397,304.2965,308.8773,274.3086,468.8721,281.5047,232.7795,772.8055,93.7213,201.8765,235.9339,621.6757,265.4638,296.1669,150.3266,211.3017,1000.9654,153.139,391.5492,334.9656,297.6235,-208.2055,204.4467,-62.3225,973.6958,-36.2541,275.7496,-1269.5733,160.0885,-669.7048,2825.4385,-11.8539,505.82899999999995,266.7692,1009.9499,1545.3229000000001,829.7933,2837.2924000000003,76.6637
167_1,805.8984,498.6549,883.1289999999999,801.6691,609.7264,568.8323,413.6802,211.95000000000002,800.3497,789.7113999999999,345.85720000000003,355.0483,1116.5804,771.9639999999999,2767.1876,267.9488,346.5919,1003.1533,318.12170000000003,343.5271,440.8206,51.0941,311.6311,258.0472,181.1815,433.3488,335.396,46.0849,733.536,50.3294,94.655,129.4365,579.1104,378.4756,1779.8649,154.8225,315.9508,956.4277,188.0172,272.2047,295.2568,143.336,-242.5768,247.4888,-90.8046,893.2869,171.5554,154.9046,-616.3196,143.7105,-370.8068,1947.3321,-4.1008,385.9128,338.2934,721.7315,771.2242,514.5173,1951.4329,73.0392
167_2,855.0593,494.61960000000005,836.8581999999999,922.8275,650.3139,837.1003,404.98490000000004,220.9269,807.3864000000001,815.7709,438.89599999999996,470.49260000000004,1035.5201,952.1280999999999,1905.4706,271.0314,313.47529999999995,995.4227999999999,419.50019999999995,322.3147,510.3067,50.8081,274.7209,333.7976,199.9302,590.2714,339.485,55.2188,747.7154,46.1409,71.753,144.9553,526.9229,391.6474,1030.7083,131.5294,277.8185,940.5644,304.4179,279.69,346.8609,131.3882,-291.1315,236.0291,-129.3689,894.609,150.4755,191.0272,-732.0391,170.8636,-381.9858,2062.1136,-6.1783,422.51970000000006,365.398,744.1335,923.0663,552.8494,2068.2919,73.5162
167_3,793.1734,507.9706,938.7205999999999,783.9952000000001,663.1324,780.6744000000001,387.01570000000004,266.4522,812.5276,773.9893,420.7378,472.58040000000005,1060.5326,599.8564,2150.1077999999998,218.26670000000001,337.9072,992.7924,315.5754,318.056,513.7724000000001,57.9198,288.1167,270.0799,224.0947,587.5297,318.4938,81.8438,743.7274,54.2723,55.9501,137.5506,553.7609,386.6727,1521.6116,133.8442,312.2753,948.4964,194.3729,247.1309,348.4124,106.0063,-282.7548,200.4483,-89.1408,815.1168,75.2413,226.2393,-745.8362,145.2193,-387.0629,1999.3752,-4.6561,388.7611,289.5891,739.8755,972.0754999999999,532.2822,2004.0312999999999,73.5834
167_4,771.3512000000001,479.11920000000003,903.3118,660.1445,662.9757999999999,903.2916,405.79929999999996,250.96249999999998,841.7432,812.8411,450.63329999999996,492.8491,1100.9614000000001,649.0978,2395.7817,256.1894,288.94550000000004,993.5668000000001,312.6657,389.9654,626.0142999999999,57.2112,283.383,262.6596,193.579,732.5574,323.287,66.0356,764.696,47.6702,78.8869,163.06,590.0643,365.8521,1651.9856,140.651,267.8201,947.7775,195.4198,261.7485,420.2834,103.9791,-295.6797,193.2514,-89.9121,854.7502,103.1614,229.3736,-804.6739,158.2376,-390.928,2155.7359,-6.3327,399.65880000000004,283.1635,751.5888,1034.0475000000001,549.1656,2162.0686,75.0576
167_5,840.9691,446.9548,929.2896000000001,887.8972,649.309,775.4365,427.52320000000003,206.0756,789.7952,806.9529,727.5060000000001,530.4945,1212.4819,861.898,2493.9142,211.8288,283.7781,977.7991999999999,331.2047,341.1836,495.24240000000003,38.888,294.7076,335.38,190.9706,536.7877,318.1102,48.6668,727.1,44.0355,304.0251,199.6956,678.1008,372.5367,1550.7278,107.6566,235.7598,925.6255,199.5796,229.4532,343.3208,107.6973,-294.7278,187.056,-117.1017,913.0568,102.2295,241.1094,-864.1782,149.3829,-370.7998,2164.3056,-3.8551,402.4251,304.1577,810.8272999999999,1105.2875999999999,520.1827000000001,2168.1607000000004,73.8101
167_6,904.7155,460.12370000000004,796.5192,830.3402,632.4250000000001,726.5915,427.8937,239.734,796.8582,858.7974,559.3209,589.1958,1117.4733999999999,990.6486,1380.6361000000002,232.77839999999998,276.8829,950.7989,428.19809999999995,419.4926,531.6304,54.398,276.5093,249.8262,116.3124,485.5023,341.3253,110.0061,726.3641,68,58.9998,198.4725,596.7726,454.6277,777.2041,101.6184,252.6243,903.9458,312.9179,320.274,379.7098,102.0677,-283.8095,193.112,-100.3849,866.7763,83.009,209.3445,-808.2466,163.0809,-356.6194,2215.9968,-5.3279,385.8772,293.4969,783.7673,1017.5911,519.7003,2221.3247,71.0143
