session_swing,range_lead_hip_x,range_lead_hip_y,range_lead_hip_z,range_lead_shoulder_x,range_lead_shoulder_y,range_lead_shoulder_z,range_pelvis_x,range_pelvis_y,range_pelvis_z,range_rear_hip_x,range_rear_hip_y,range_rear_hip_z,range_rear_shoulder_x,range_rear_shoulder_y,range_rear_shoulder_z,range_torso_x,range_torso_y,range_torso_z,range_torso_pelvis_x,range_torso_pelvis_y,range_torso_pelvis_z,max_lead_hip_y,max_lead_hip_z,max_lead_shoulder_x,max_lead_shoulder_y,max_lead_shoulder_z,max_pelvis_x,max_pelvis_y,max_pelvis_z,max_rear_hip_x,max_rear_hip_y,max_rear_hip_z,max_rear_shoulder_x,max_rear_shoulder_y,max_rear_shoulder_z,max_torso_x,max_torso_y,max_torso_z,max_torso_pelvis_x,max_torso_pelvis_y,max_torso_pelvis_z,max_rfx,min_rfx,max_rfy,min_rfy,max_rfz,min_rfz,max_lfx,min_lfx,max_lfy,min_lfy,max_lfz,min_lfz,range_rfx,range_rfy,range_rfz,range_lfx,range_lfy,range_lfz,bat_speed_mph_max_x
358_1,1271.0954,514.0242000000001,1508.259,1098.2591,583.0971999999999,1010.2157,413.02160000000003,611.626,702.8711999999999,690.3814,560.6167,744.4386,843.5296000000001,549.9553000000001,2025.1378,378.3274,239.4035,1060.5732,344.5134,617.3097,617.038,168.0958,436.094,396.07,333.5807,290.1881,192.8894,189.0582,610.7094,170.3473,263.3152,202.3792,440.3378,178.3141,812.6937,157.2355,139.6793,947.5407,198.5221,388.5434,416.5089,223.6911,-184.9488,297.5476,-212.8482,1107.477,-14.2932,137.4463,-676.9619,258.9944,-329.7405,1422.9753,-8.6389,408.6399,510.3958,1121.7702000000002,814.4082000000001,588.7348999999999,1431.6142,72.7336
358_3,1482.6193,484.799,1623.4672,1148.0412999999999,525.2933,908.4054,388.5094,559.4235,798.1650999999999,746.3815999999999,426.6338,824.1539,901.7386,584.0136,1966.9955,415.3822,238.2886,1144.6257,203.7601,688.8064,543.9213,119.749,554.4598,407.105,288.5487,284.3142,227.3798,125.6716,683.3148,83.9055,257.7998,228.3903,455.2348,241.2835,707.6599,205.7124,117.8489,987.0494,129.4382,430.0196,332.0018,211.9732,-137.8678,285.9199,-179.6869,1056.2117,0.7209,136.6489,-715.0732,219.6417,-342.4981,1595.6804,-5.8956,349.841,465.6068,1055.4908,851.7221000000001,562.1398,1601.576,73.9305
358_5,1595.3292999999999,511.9736,1320.1013,1204.1239,667.9065,919.9167,351.78020000000004,533.5974,767.6136,730.0184,627.4753000000001,1061.1729,553.8766,535.4856,1842.4886999999999,362.9107,262.63,1154.6985,351.025,599.9122,474.135,123.8282,308.6712,348.8722,534.6462,263.3565,185.0547,125.0208,649.5809,79.3608,264.7435,501.8215,300.7392,221.412,723.8408,187.8835,146.0494,997.2286,162.7678,320.4573,304.0181,185.06,-210.5183,314.0179,-218.265,1129.065,0.1505,177.5496,-781.7079,254.0924,-323.1894,1723.3564,-8.428,395.5783,532.2828999999999,1128.9145,959.2574999999999,577.2818,1731.7844,73.2244
358_6,1688.3787,496.19460000000004,1390.8674,1235.0209,653.7043,971.7936,390.3093,546.0983,761.1921,809.2078,560.7103,770.0776000000001,608.9852000000001,528.1152,1635.378,363.1341,302.0007,1103.5332,345.7745,604.3458,472.9841,96.8708,379.426,306.0124,478.4916,363.0769,202.0522,131.7997,659.0404,163.3618,299.3785,264.6225,290.0539,221.9239,499.5289,218.0865,177.0739,993.4079,199.5991,347.1039,291.578,214.4714,-183.826,295.7571,-238.3763,1092.8526,-11.849,189.5158,-819.3793,220.4583,-285.818,1740.2135,-7.501,398.2974,534.1333999999999,1104.7015999999999,1008.8951,506.2763,1747.7145,73.024
358_7,1565.9576,520.1961,1349.2962,1288.6919,781.3077000000001,1031.1786,377.7956,613.8705,773.5459,751.6495,491.82489999999996,786.2126999999999,690.1038000000001,759.3905,1946.6154999999999,426.9937,301.90369999999996,1129.9016000000001,245.2415,617.5210999999999,548.3464,146.6448,402.6202,340.7653,325.8777,238.6664,206.2343,178.2124,675.8914,119.8009,263.4036,174.3316,322.4825,260.9459,611.7896,233.1505,200.6795,1000.0746,142.2527,376.8511,365.6907,203.605,-186.4043,322.0392,-159.9795,1100.0801,-6.9815,118.6352,-669.6285,226.1037,-333.7046,1392.8634,-8.6367,390.0093,482.01869999999997,1107.0616,788.2637,559.8083,1401.5001,76.8577
358_8,1674.037,558.1332,1566.0519,1313.714,656.1303,787.6186,447.7731,590.8398,728.9948999999999,749.9137999999999,576.6323,812.4373,754.5584,527.3687,1630.8424,421.7934,347.7364,1116.0071,266.15880000000004,741.4357,534.7908,181.3336,482.6439,354.3821,509.6414,214.4044,219.7539,143.58690000000001,670.5948,159.4662,243.0198,201.8902,385.9438,224.8121,533.699,236.0457,164.8536,1044.5427,187.7468,429.6884,316.4473,203.4908,-179.2162,302.712,-101.3775,1134.4669,-4.3312,179.2271,-754.4432,247.8509,-307.6274,1466.7213,-7.6661,382.707,404.0895,1138.7981,933.6703,555.4783,1474.3873999999998,75.3953
36_1,815.3707999999999,536.5013,1596.1754,890.0676000000001,410.89880000000005,910.1495,429.01120000000003,367.2455,835.0602,597.2603,312.6466,497.78150000000005,1080.7234,541.31,1731.6809999999998,298.8367,273.1082,1044.1044,226.46359999999999,488.64140000000003,628.9381000000001,54.5364,650.1,230.9251,269.5552,293.4386,253.2259,165.8166,746.4444,40.0643,122.5362,166.727,667.6489,175.5574,441.1842,205.4784,209.5123,962.4623,144.5229,382.5459,349.5736,215.8962,-279.6227,200.9036,-133.2855,841.5244,-3.6819,87.8,-653.7858,169.9484,-401.0789,1851.3189,-9.8407,495.51890000000003,334.18910000000005,845.2063,741.5858,571.0273,1861.1596,69.8842
36_2,803.4471,533.4256,1792.0007,1032.5885,427.2139,872.7538,468.4979,399.71220000000005,834.1353,581.1414,295.2665,441.2718,708.6197999999999,479.9622,1669.3594,307.615,239.2166,1012.1139999999999,231.2878,509.4351,691.3844,63.0301,713.5953,276.9877,276.7991,305.5563,270.732,184.1921,700.163,33.7304,129.2278,197.5691,463.4231,168.2545,407.1651,189.543,188.5573,901.5486,141.5681,365.8438,375.1487,267.1726,-272.201,203.6824,-201.8103,1022.3248,9.0114,86.2355,-713.7916,145.2313,-422.2891,1822.2768,-7.7219,539.3736,405.4927,1013.3134,800.0271,567.5204,1829.9987,69.1246
36_3,866.6972000000001,537.9806,1631.3462,959.007,412.13469999999995,1056.5568,456.2036,404.7158,830.6921,645.5998,314.1072,483.2676,1128.4084,523.338,1652.7463,321.8038,271.2615,1044.6832,250.9871,511.59369999999996,736.4176,88.9491,544.2689,284.1577,266.6432,348.4062,246.9056,172.4946,760.4091,62.4898,126.6792,183.0004,678.8397,136.9152,331.5981,211.5319,224.9392,956.6447,142.0395,393.7535,410.1179,222.3386,-275.116,207.1545,-147.9269,889.0581,-1.8157,110.3737,-710.8869,197.671,-368.2784,1840.4718,-6.1503,497.4546,355.08140000000003,890.8738,821.2606,565.9494,1846.6221,72.5922
36_4,805.0758000000001,503.3834,1895.1812,891.2429999999999,540.6589,1090.8746,439.9703,402.2571,853.7946000000001,680.4919,345.9621,555.958,1009.561,563.6377,1765.2203,366.00300000000004,223.0718,1100.1675,299.5908,489.9592,663.034,57.7072,767.1733,291.4862,377.349,272.4726,287.9524,161.5768,729.4007,70.6173,127.5374,192.2963,568.3753,206.5985,494.1904,256.1802,190.0291,942.173,181.3477,373.9987,337.8295,220.3201,-311.3094,171.7737,-119.6646,1007.1282,-6.2084,91.0338,-763.2229,137.6488,-270.5869,1942.4133,-5.0641,531.6295,291.43829999999997,1013.3366,854.2567,408.2357,1947.4774,72.4115
36_5,846.8753,532.7886000000001,1880.7013,1055.414,427.6672,954.7441999999999,480.9998,359.8898,815.9521,1082.9470000000001,1174.7239,4005.3922,932.2457999999999,442.0768,2096.3008,296.8434,238.0985,974.6449,265.4017,549.6581,663.4630999999999,79.197,751.7335,255.3021,262.803,356.6507,274.6638,127.8402,695.3258,567.4188,577.7631,3574.5701,567.2781,111.133,510.3528,177.9211,167.0467,881.0262,151.7989,409.7306,373.6279,254.4925,-284.7628,166.87,-119.8668,969.2994,20.424,133.135,-781.0772,240.1332,-284.8749,1810.4322,-3.0826,539.2553,286.7368,948.8754,914.2121999999999,525.0081,1813.5148,72.1136
360_1,548.8140000000001,610.6622,822.7491,1011.9073,631.2717,1154.0991,320.9697,536.9782,882.0465,613.4078999999999,423.34439999999995,961.0868,870.4436,549.7351,2671.9134,352.401,280.0008,950.9881,388.4685,533.5238,661.6357,178.653,332.9666,210.3411,187.2843,830.2241,218.7799,232.3861,679.6801,82.1405,129.9908,270.2302,536.3127,463.923,1387.559,238.3299,250.3142,910.9814,240.602,411.8684,435.9499,57.2991,-272.3604,170.4984,-81.6365,777.2496,-5.5159,111.0102,-475.1958,146.6209,-396.0215,1651.791,2.5962,329.65950000000004,252.13490000000002,782.7655,586.206,542.6424,1649.1948,70.7704
360_2,500.6824,582.1594,818.3556000000001,572.0334,588.3669,1327.0053,346.452,454.51869999999997,873.2860000000001,766.0004,546.5308,669.8351,918.2358,611.7314,2582.5267000000003,342.2523,225.2869,981.3029,408.42719999999997,485.97580000000005,580.1926000000001,155.0273,304.2,153.9145,192.6883,861.9683,236.8346,187.5687,725.8772,105.6087,207.5915,90.6251,432.2979,531.9424,1110.5887,232.6239,198.7994,940.2299,232.9617,363.7273,378.4261,143.7033,-190.7058,171.7836,-90.2197,766.0509,-5.2835,31.8967,-564.8913,136.2037,-385.4295,1553.0633,6.8649,334.4091,262.0033,771.3344,596.788,521.6332,1546.1984,70.3252
360_3,500.67780000000005,567.5268,887.7547,878.3335,600.4375,1271.4722,340.24350000000004,448.5113,875.2557,725.91009999999994,482.54779999999994,762.4271000000001,962.1463,729.2552000000001,2903.2929000000004,354.2412,204.27329999999998,1051.4179,438.4185,517.0211,535.0387,143.9857,351.7442,204.2337,153.5585,811.0331,199.6758,183.7702,783.2534,110.6963,164.9227,147.2923,578.4823,568.1017,1274.3439,222.3777,180.3558,1011.2106,278.6131,383.2742,334.9675,173.5196,-160.3088,207.4177,-164.5615,769.5374,-5.2095,51.6014,-615.9249,161.8646,-389.4597,1515.3949,4.9756,333.8284,371.9792,774.7469000000001,667.5263,551.3243,1510.4193,69.597
360_4,554.3888999999999,531.1871,980.2008999999999,755.4858999999999,721.3375,1489.1433,320.46119999999996,431.4325,789.5254,639.846,428.2956,849.5125,1129.5084000000002,751.1459,2614.8743,318.5951,182.9609,1041.8178,484.89520000000005,450.9248,534.7798,132.7822,408.155,230.1705,249.2482,946.1708,221.3824,148.2102,721.8837,83.4554,137.6583,119.4706,702.6832,539.8672,1378.125,199.0578,156.3844,1000.395,323.4556,393.6418,334.9337,132.515,-184.8511,215.7016,-57.1777,771.2878,-1.97,41.9569,-591.0807,154.8483,-424.4966,1508.1075,2.6873,317.36609999999996,272.8793,773.2578,633.0376,579.3449,1505.4202,68.0364
360_6,501.0061,535.6841999999999,858.9183,872.7284999999999,629.4426,1334.9941000000001,328.7683,493.32599999999996,756.5348,660.0105,377.9229,703.2382,950.9188,734.9882,2985.0730000000003,320.5097,195.0474,984.1304,467.32910000000004,517.1999000000001,556.9896,155.2457,290.3188,245.1814,237.0778,928.1928,226.7343,181.6547,684.7272,78.2206,121.4127,126.8214,503.98630000000003,612.3017,1548.4935,206.1115,167.6704,939.5619,244.4319,442.5928,328.7932,139.0659,-156.4128,153.4509,-49.9867,801.6691,-9.9506,30.6562,-600.6161,167.9848,-383.1172,1546.2347,3.5914,295.4787,203.43759999999997,811.6197,631.2723,551.1020000000001,1542.6433,69.0553
360_7,511.8503,575.4597,709.9681,667.0244,631.0683,1092.5439000000001,346.5426,503.53459999999995,783.2832,605.8494,681.8265,977.8669,675.6811,539.9855,2135.4311,310.1338,220.0785,929.2885,357.19849999999997,517.9747,694.7665,197.3539,277.6765,135.9837,253.6621,833.4424,248.0373,196.8233,627.3614,67.5589,398.5664,325.6987,328.9626,463.5379,925.3503,211.0354,190.8892,873.1642,214.399,430.4522,415.2377,188.184,-180.4229,175.9683,-150.3409,761.2436,-11.3439,52.2715,-522.8867,103.1863,-376.1411,1516.396,6.6972,368.6069,326.30920000000003,772.5875,575.1582000000001,479.3274,1509.6988,67.6399
360_8,613.5623,641.4219,1134.7304,758.6845999999999,706.1373,1287.3127,316.5193,437.36629999999997,907.3333,674.26,446.11480000000006,829.0028,875.6108,651.975,2718.4227,314.49490000000003,258.9123,942.7829,426.9282,447.3272,582.4515,176.3401,527.5929,210.521,222.1483,860.8027,219.8391,171.9022,722.938,70.606,126.2107,237.702,611.9768,584.4346,1222.886,220.6714,236.3896,913.8513,277.4114,386.2321,368.3699,139.596,-215.0305,194.6313,-42.3479,790.7598,-7.2786,33.9341,-605.9661,173.2165,-505.6152,1688.2285,2.7348,354.62649999999996,236.97920000000002,798.0384,639.9002,678.8317,1685.4937,67.3336
363_1,921.7569000000001,594.2106,751.8542,818.6323,787.6303,1421.6246,396.2212,401.3483,805.8960000000001,721.8557000000001,300.2087,698.1257999999999,1052.7856000000002,840.8132,1631.3661,263.42150000000004,279.096,996.3468,274.1717,533.609,502.4701,94.6079,287.366,333.2289,426.7717,828.6432,260.8041,162.4743,738.8078,88.6733,75.7514,180.3303,531.1733,523.6203,1087.629,123.9853,198.6996,906.5057,148.727,411.3038,212.8363,233.0146,-175.3614,190.0459,-99.5221,875.3517,20.1291,62.4538,-744.9326,194.5858,-318.3789,1759.4676,-2.4246,408.376,289.568,855.22260000000006,807.3864,512.9647,1761.8922,71.1714
363_2,890.2388000000001,653.3725999999999,802.1134999999999,728.2937,863.579,1538.1106,434.2565,400.3596,846.003,812.0089,297.3737,617.9325,1107.0545,892.9315,1371.165,273.5371,280.35339999999997,1039.6665,309.2745,476.1485,610.6956,93.6383,303.7059,223.0768,375.0487,1034.0754,281.2323,169.3671,775.6348,80.1371,110.9019,220.5701,485.6584,495.0421,851.7578,124.6533,203.771,950.0981,220.8213,392.0696,263.1565,226.8134,-196.3627,218.6881,-91.5219,929.954,57.8234,92.064,-742.7661,153.0662,-341.8928,1728.4137,-10.2658,423.1761,310.21,872.1306,834.8301,494.95900000000006,1738.6795,71.3523
363_3,850.8922,678.9486,757.5647,733.4177,806.4114999999999,1226.8585,473.6516,394.0779,868.0601,757.0473,303.7271,576.3067,1229.7685999999999,974.0427999999999,1345.333,290.6049,505.102,1288.6035,270.2522,779.6107999999999,581.4693,168.0848,307.3539,274.4613,383.6628,758.5483,306.8545,163.7113,742.2996,47.828,110.8896,210.0788,595.419,589.6125,830.3257,116.216,180.7523,946.5059,177.0008,453.135,236.9125,205.9259,-191.5158,194.5564,-97.7651,995.552,34.7354,68.6565,-685.7723,143.0324,-310.0693,1644.3545,-10.0893,397.4417,292.3215,960.8166,754.4287999999999,453.1017,1654.4438,70.7232
363_4,934.5773,1267.6218,727.9871,866.2316,918.5409,1414.7884,474.1614,397.3421,856.5357,821.4614,395.9924,688.6418,1088.683,948.6126999999999,1566.8114,401.0664,292.5715,1033.4906,360.2637,631.2638999999999,674.4426000000001,102.7104,248.1828,376.282,429.6477,842.7657,303.6331,163.198,769.6852,59.7243,158.7412,244.1474,553.8597,560.6414,1001.6945,201.0103,216.5491,968.2101,252.6709,430.4265,371.6874,231.1445,-164.2724,222.0151,-90.9946,963.8912,40.4567,72.2938,-761.2857,161.1769,-316.7198,1641.5018,-9.7185,395.4169,313.0097,923.4345000000001,833.5795,477.8967,1651.2203,70.4637
363_5,875.29,697.8647000000001,817.0178000000001,730.0699999999999,857.4028000000001,1288.1717,472.8718,420.1196,855.3313999999999,823.5883,290.8577,630.7988,1243.2777,1112.454,1476.5548,281.69820000000004,260.5001,1067.3531,288.2384,541.7103,611.6001,145.1067,386.9368,188.1505,429.7101,882.8038,331.955,175.9896,791.5024,48.5666,117.3799,231.8103,575.2454,604.5515,866.3768,129.8562,179.9831,978.3192,191.8505,455.9059,270.0457,208.4258,-130.0838,216.5386,-106.9536,996.5386,35.441,65.1699,-691.9464,227.576,-352.6962,1426.6309,-10.5072,338.5096,323.4922,961.09759999999994,757.1163,580.2722,1437.1381000000001,71.8841
363_6,980.3722,591.3129,847.5809999999999,902.2733,814.5632,1383.4004,513.5377,422.0558,871.4644000000001,778.6471,735.1942,676.7438,1382.1102,1092.7552,1876.3602,289.5988,339.4072,1187.3019,351.1134,722.763,631.3752,64.7068,409.2972,322.5789,395.0292,825.3529,343.3268,163.9588,806.1506,68.9453,500.2586,244.3145,706.6832,677.9612,1334.9492,146.784,177.3398,981.1735,229.1313,540.2566,313.7378,279.1427,-196.2492,201.9937,-89.5905,898.6246,32.8752,34.165,-794.3064,184.1096,-293.0435,1640.0744,-4.0385,475.39189999999996,291.5842,865.7494,828.4714,477.1531,1644.1129,72.6495
363_7,941.7312,671.2663,761.3697,851.8511000000001,782.5282,1428.0747000000001,442.0538,424.2395,903.7782,801.9366,333.2828,627.8573,1383.6347,1051.8811,1380.2402,288.97720000000004,365.0034,1044.2057,358.5058,684.6204,643.3835,122.1427,348.5968,301.406,362.8422,908.1357,289.8894,181.4115,837.7637,111.9883,143.465,262.0748,764.9055,582.1079,929.1526,133.9129,236.9333,1011.2755,254.0625,565.7198,383.5638,230.0575,-171.023,218.3512,-111.0458,882.3438,44.7267,55.8148,-730.2113,173.9162,-360.2457,1585.2042,-7.8955,401.08050000000003,329.397,837.6170999999999,786.0261,534.1619000000001,1593.0997,72.6779
363_8,896.3133,789.0495,698.6804,943.5548,798.9135,1081.7773,476.2813,423.686,831.1681,731.1844,371.40250000000003,1667.4062999999999,999.1641999999999,959.3232,1425.7999,315.1858,289.27959999999996,1049.3354,349.3346,562.3403000000001,621.0154,243.3045,222.0828,216.8184,406.7466,705.207,320.8501,139.8834,753.5984,88.7445,84.0353,1267.0773,490.3743,542.6839,830.2664,101.0986,204.0844,1008.3991,236.2365,408.5187,332.039,251.0129,-181.9306,219.083,-93.1522,946.302,41.0365,72.7511,-732.4328,176.4222,-297.5927,1676.7935,-9.0332,432.9435,312.23519999999996,905.2655,805.1839,474.0149,1685.8267,70.9444
376_1,649.4874,718.0382,1599.6233000000002,1328.2884999999999,531.3389999999999,959.3874,346.9134,470.6717,1177.607,654.3568,616.0104,743.4743,920.7280000000001,891.8082,2638.4475,361.0371,296.57129999999995,1128.4689,284.7233,538.9984,700.1662,195.0267,742.3553,485.4532,165.5837,730.1447,231.5315,226.8705,689.2654,162.9578,347.3491,239.9922,493.7438,616.8468,1817.9697,226.6367,166.1366,965.4917,141.6933,365.7187,537.9698,220.0059,-165.1997,255.8261,-50.9154,835.9971,-5.137,54.8596,-1038.4427,410.8382,-455.4844,2182.2395,-2.9974,385.2056,306.7415,841.1341,1093.3023,866.3226,2185.2369000000003,67.5581
376_2,644.0327,724.8706,1632,1313.6523,603.4982,973.2735,343.0077,470.39480000000003,1099.6336999999999,576.51,473.72429999999997,1206.6467,1185.7931,662.0696,2194.9876,341.0365,215.4964,1013.7414,349.9504,570.6257,516.5595,152.2292,527.9034,392.9879,227.0385,800.8279,188.6643,236.2083,705.8512,129.7202,258.542,529.5548,733.5945,512.9872,1400.2074,149.112,114.3059,951.1735,196.4808,329.8465,372.6746,251.0429,-200.5829,183.871,-93.8299,847.7793,-17.4561,34.9085,-936.496,347.3839,-515.7215,2109.0529,-2.6628,451.6258,277.7009,865.2354,971.4045,863.1053999999999,2111.7157,66.1049
376_3,600.1275,760.8845,1454.4702,1573.7194,522.8168,813.1732,425.592,449.126,1092.6576,656.6098999999999,669.4243,1063.225,1037.7463,954.9829,2661.4886,355.1415,207.8616,990.3646,346.5075,567.9929,579.2666,204.0171,604.9357,509.036,176.2633,678.0929,246.4371,222.9042,686.2996,140.607,333.6075,496.4013,570.7064,508.557,1699.4238,198.7243,106.0363,914.6252,182.3705,313.8339,463.052,222.8697,-150.9946,203.9848,-82.4839,862.4394,-2.2919,34.6547,-890.4741,346.4545,-512.188,2119.6359,1.8003,373.86429999999996,286.4687,864.7313,925.1288000000001,858.6424999999999,2117.8356000000003,66.5969
376_4,780.5962,790.3767,1511.9316,1067.1111,510.57439999999997,1038.9296,435.1667,453.9057,1031.5076,722.693,399.3243,832.3949,1171.6082000000001,577.0142,2825.0473,274.42949999999996,217.39299999999997,1001.9439,388.47929999999997,491.69579999999996,680.4149,146.483,576.9088,311.2704,218.7222,793.0556,282.9554,177.8581,693.7014,145.1383,242.2162,264.8812,668.5249,461.0748,2030.4003,163.6008,135.0099,871.6072,198.34,390.5927,479.5793,448.4406,-173.0138,184.4707,-60.7221,914.6544,7.9454,47.5485,-1160.9364,460.1684,-491.8872,2194.0642,2.8798,621.4544000000001,245.19279999999998,906.7090000000001,1208.4849000000002,952.0556,2191.1843999999996,66.6973
376_6,859.0253,739.7463,1290.5113,931.972,393.98900000000003,971.4817,390.8557,501.32860000000005,1218.5962,524.0222,635.1006,1195.803,1102.6711,647.7937000000001,2508.696,326.321,211.9623,1090.469,407.24710000000005,578.9772,847.67,216.677,425.9753,294.1909,157.4984,760.5724,242.9413,251.7418,668.02,117.9703,348.9592,496.2791,668.9277,552.9446,1769.5789,243.2405,123.6158,931.8359,216.8711,362.1465,702.0136,291.9924,-147.1008,186.8006,-53.729,875.2451,-8.5,112.2273,-930.052,444.5227,-411.4074,2040.5368,2.7655,439.09319999999997,240.52960000000002,883.7451,1042.2793,855.9301,2037.7713,64.9884
376_7,613.9992,666.6313,1432.7549,1229.2341,534.794,1158.2011,377.7264,532.9292,1145.4593,837.3002,769.8054,1020.0258000000001,1103.8875,755.8939,2315.9854,320.2288,198.0582,1098.5084,338.4886,629.1184000000001,536.6504,116.851,596.6771,442.95,224.5417,862.6868,227.2499,263.3056,749.0057,264.9466,542.7446,433.7823,663.2424,530.506,1659.3546,147.5646,94.7299,940.751,210.5699,398.2187,369.0267,277.7121,-182.8955,195.6389,-61.9613,840.6232,-16.6278,41.4139,-847.2775,350.0762,-539.6017,1881.2634,0.6186,460.60760000000005,257.60020000000003,857.251,888.6914,889.6779,1880.6448,66.6412
376_8,665.4547,724.07,1338.0382,1292.5376,573.1641999999999,998.3964,422.9464,431.9788,1200.078,726.5254,641.5995,1217.9414,1105.4338,817.8025,1747.5816,372.2334,189.2876,1135.3216,341.9302,488.5082,461.9677,167.4215,617.8442,430.4747,123.5135,794.6251,267.4337,198.0126,710.9741,152.9249,360.224,580.3915,598.8463,467.0169,1091.317,212.3599,98.6635,973.0696,172.5829,329.6378,349.7202,243.228,-200.1123,190.7588,-71.665,888.2373,-20.0188,71.9579,-1001.68,372.7692,-567.5392,2158.172,1.7927,443.3403,262.42380000000003,908.2561000000001,1073.6379,940.3084000000001,2156.3793,66.5418
378_1,695.385,499.1,664.2341,838.2441,593.3268,1248.5368,444.4992,433.8899,971.6980000000001,756.2963,532.3505,575.3266,1100.5728,657.5186,1901.2752,252.9712,228.3573,1102.3614,350.9204,580.3625,509.60249999999996,69.787,206.2563,193.2397,208.667,869.576,278.2476,179.7962,807.6339,60.5891,274.216,225.0271,637.5081,439.2358,1293.0176,172.0081,115.7704,1050.4407,201.9703,420.7435,333.4194,238.3269,-178.943,212.2936,-115.6459,918.4956,-12.0978,71.0833,-537.6127,110.0179,-340.6855,1335.9871,-3.0601,417.2699,327.9395,930.5934,608.696,450.7034,1339.0472,68.2454
378_2,693.2291,548.1947,900.3061,831.2586,556.6496,1203.9822,397.8587,443.0856,893.2768,745.6622000000001,566.0722,538.9424,1093.1532,678.9060000000001,1895.3144000000002,312.49800000000005,123.87950000000001,1001.3267999999999,387.3147,592.1059,448.53110000000004,66.0688,342.0987,243.4578,152.5848,837.626,279.6439,224.0387,772.0521,48.1411,232.2071,176.733,652.666,474.6317,1179.7786,141.817,78.721,948.3574,189.1236,439.011,288.5896,255.2578,-158.5815,180.9231,-115.039,932.0176,-3.4677,21.786,-506.5122,95.8378,-362.522,1132.5874,-6.9418,413.8393,295.9621,935.4853,528.2982,458.3598,1139.5292,69.5744
378_3,599.4191000000001,571.4366,1201.0693999999999,871.8947000000001,799.729,1225.3341,388.5571,448.45619999999997,979.3786,800.214,481.4864,665.8849,1012.5889,514.8426999999999,1948.885,265.2743,189.9035,1045.8453,349.9332,547.3053,471.35990000000004,70.5567,554.9308,198.793,388.1723,761.0751,254.1679,203.0054,782.1995,62.9923,217.756,261.7737,538.2618,422.3117,1251.8995,159.4314,133.2677,982.1014,192.4204,414.7813,300.8668,248.7092,-164.738,181.577,-106.2939,913.937,-12.6344,56.8914,-526.8244,99.8063,-336.6818,1245.4384,-4.7738,413.4472,287.8709,926.5714,583.7158,436.48810000000003,1250.2122,71.2679
378_4,697.7955,517.6,906.8113000000001,840.7378,622.9159,1500.2475,384.8939,463.6612,982.4208,808.7184,496.9986,552.3048,1178.7865000000002,563.0456,1962.5893,205.8186,165.44240000000002,983.204,351.51890000000003,577.2806,529.0514,60.0366,435.8586,250.8615,199.946,1128.6958,267.4681,215.2244,783.8719,41.2722,238.1286,213.0597,686.9016,421.72,1311.1283,123.2584,108.769,940.4513,168.0584,456.3234,345.181,244.1262,-170.4285,174.8476,-77.1384,936.0492,-8.905,57.0291,-503.4282,100.5954,-344.2274,1223.5619,-5.1468,414.5547,251.986,944.9542,560.4573,444.8228,1228.7087,69.6103
378_5,675.9612999999999,471.6965,720.5946,870.5512,558.5398,1354.9078,403.9764,493.74,948.5777,816.4336,527.4856,535.3729000000001,1134.927,663.8809,2085.2753,271.6904,248.954,975.1981,406.1528,591.0531000000001,464.9629,64.2252,224.2873,208.4252,135.9255,957.773,272.114,232.3884,770.6593,38.6277,257.7664,177.4085,609.6859,424.8348,1421.4205,151.9385,183.394,929.0023,215.2323,418.0717,302.0282,227.7551,-184.393,197.6499,-132.924,912.4511,-12.8627,59.4222,-492.1086,129.1617,-352.7015,1275.4793,-8.9766,412.1481,330.5739,925.3138,551.5308,481.8632,1284.4559,70.8054
378_6,703.1387,476.66540000000003,867.3340000000001,924.2037,876.9356,1100.0498,451.1844,422.4777,916.6003,861.8505,572.8172999999999,508.4028,1163.1728,731.7439999999999,1813.346,234.45139999999998,221.5292,1036.2024000000001,370.4171,616.5391999999999,474.7125,56.3557,348.0573,258.1983,460.2934,710.142,320.5158,183.994,773.6953,78.42,257.4324,181.2468,788.5463,446.2116,1139.1714,135.7308,123.5107,980.7231,217.7875,462.7064,332.2512,218.6182,-180.0871,209.3169,-92.809,916.7998,-4.8685,71.7558,-529.1221,99.6241,-369.2932,1245.6579,-8.58,398.70529999999997,302.1259,921.6683,600.8779000000001,468.9173,1254.2378999999999,67.6051
378_7,681.4789000000001,511.6747,853.3884,1024.3115,973.0473999999999,1317.3220999999999,418.75980000000004,469.134,1043.0732,794.8547,577.0427999999999,622.1152999999999,1072.4308,598.7704,2107.685,287.1434,343.0325,1053.1014,361.7247,621.3777,499.8588,77.0041,338.9343,334.9796,506.2283,917.7896,302.5602,226.0323,786.0459,47.9857,306.2364,261.7663,674.6113,428.9108,1371.4127,144.7128,189.296,928.7797,201.125,414.9826,343.9231,211.9817,-172.9863,206.5745,-82.3042,938.3655,-1.0175,71.7142,-520.883,80.1756,-345.683,1268.6667,-8.3048,384.96799999999996,288.8787,939.383,592.5972,425.8586,1276.9715,71.8771
